sim_time,mean_speed
0.0,
5.0,2.4740968973375863
10.0,5.526487688999624
15.0,8.679167947918177
20.0,11.589237088710076
25.0,14.870418514776985
30.0,14.999929769620984
35.0,7.889873802148013
40.0,10.659349437568546
45.0,13.390827646710193
50.0,15.122477734372705
55.0,15.281076015815824
60.0,15.35567307351598
65.0,15.33281576782906
70.0,15.121390679017392
75.0,11.596938871171536
80.0,9.030021968808231
85.0,12.047715529937507
90.0,15.026808126967612
95.0,15.245921287410646
100.0,0.6604775166863597
105.0,1.734136999094628
110.0,5.1945017344318325
115.0,7.732148776877441
120.0,10.782640578759604
125.0,13.058848061990838
130.0,14.052169075142146
135.0,7.327591529001246
140.0,0.0
145.0,
150.0,5.033933098800481
155.0,8.119624330848454
160.0,10.98772212918848
165.0,12.714745694021046
170.0,12.673849541688622
175.0,12.647438574297636
180.0,12.746205766400603
185.0,12.586177438399108
190.0,12.844894113851996
195.0,12.588256071409496
200.0,1.7954543031869925
205.0,3.210743716079742
210.0,5.352704100596945
215.0,8.532193237829249
220.0,11.31471031642553
225.0,12.281808956647545
230.0,12.421127407374113
235.0,8.779536325073085
240.0,3.980096298114206
245.0,5.504506227700115
250.0,6.02296175871335
255.0,6.015904657433853
260.0,5.907713787148818
265.0,0.0043132513122023
270.0,1.2569421079009773
275.0,4.844144091662018
280.0,7.339907182008027
285.0,10.278335623443127
290.0,12.201789868744346
295.0,12.159326537214474
300.0,8.45818370849532
305.0,8.116840871281132
310.0,9.492914298919171
315.0,11.006722434514343
320.0,12.452255578057052
325.0,13.48254567356156
330.0,9.08562333401189
335.0,0.0016680838063901
340.0,0.0
345.0,0.0
350.0,
355.0,5.155200405884536
360.0,7.863360341731461
365.0,11.015035622566945
370.0,14.247067052863809
375.0,13.863727769620986
380.0,
385.0,11.18763794994745
390.0,14.097707090739346
395.0,14.247067052863809
400.0,7.043699659077586
405.0,1.4523624147885725
410.0,3.045317074051127
415.0,4.625693255010993
420.0,6.106345217023047
425.0,7.739410497568368
430.0,1.6226338834091045
435.0,1.8236432763947015
440.0,3.2537623056409717
445.0,9.589624277169598
450.0,8.881504413691708
455.0,11.614159434422671
