sim_time,mean_speed
0.0,
5.0,2.537400017119944
10.0,5.769029329437763
15.0,8.683781992737204
20.0,11.705982931144538
25.0,12.005456541549863
30.0,12.3023219643873
35.0,0.077785497458132
40.0,0.0004824235791552
45.0,0.0
50.0,0.0
55.0,
60.0,4.865701143816113
65.0,7.814704456273466
70.0,10.832615193631504
75.0,12.259863965284527
80.0,12.377769629914765
85.0,9.599777723675716
90.0,
95.0,5.991550960032373
100.0,9.22143139682162
105.0,7.320522488130481
110.0,9.006493417348938
115.0,10.40773610266693
120.0,9.224087853686271
125.0,9.673696951354502
130.0,11.262022673218162
135.0,6.052271947624992
140.0,6.082006932458134
145.0,6.150554343069196
150.0,6.081106168486402
155.0,6.15116098219365
160.0,6.129931982642264
165.0,6.192506559275315
170.0,5.682460433763808
175.0,
180.0,4.77155859908089
185.0,8.071999127417804
190.0,11.430649841204293
195.0,11.952067710314813
200.0,6.036865271555692
205.0,7.542549267339021
210.0,9.151509133933544
215.0,10.319960786190316
220.0,11.94510189506455
225.0,13.423687599154626
230.0,12.75994279776053
235.0,0.01816293773607575
240.0,8.00253122412e-05
245.0,0.0
250.0,
255.0,4.730676873633638
260.0,7.961130947479978
265.0,10.783436024002734
270.0,13.002015078414667
275.0,13.768032756513582
280.0,11.235845622766064
285.0,6.761937340034306
290.0,7.703498070079998
295.0,7.693395485960111
300.0,0.29928516247309744
305.0,3.6559853902086616
310.0,6.762211241759359
315.0,8.650904007488862
320.0,11.660122324572878
325.0,12.491578614269674
330.0,10.849115329415774
335.0,12.22262233807233
340.0,6.311099721995696
345.0,9.95390594409616
350.0,11.984747186576241
355.0,12.477548718755425
360.0,12.572960192594037
365.0,
370.0,10.391619182164282
375.0,12.891192128421457
380.0,12.96074236054504
385.0,12.780884868656932
390.0,4.880049972946194
395.0,0.0078253669291961
400.0,0.33147582751698795
405.0,1.7973920464981343
410.0,3.3608655033167443
415.0,9.683372131362557
420.0,12.525956067815423
425.0,11.2798973468598
430.0,9.756601225212217
435.0,10.719566011535292
440.0,12.749300310124788
445.0,14.296090118274748
450.0,11.906295325930312
455.0,9.257231916533353
460.0,11.2868904225688
465.0,12.889496443436627
470.0,14.38959394084728
475.0,15.679494768589468
480.0,15.69012667827654
485.0,15.41032490974638
490.0,15.61140369505036
495.0,15.580852020553978
500.0,15.770908499344916
505.0,8.031837692541869
510.0,9.511047094419464
515.0,7.81995364233047
520.0,4.618194239731162
525.0,5.65964911941059
530.0,5.701805304014982
535.0,5.683882472827956
540.0,0.0399140168112686
545.0,0.0
550.0,2.5234579999465496
555.0,4.180844906019047
560.0,5.44212593403645
565.0,14.240110803302386
570.0,15.491085832122446
575.0,7.303246676921843
580.0,10.020223375037316
585.0,11.360431085109562
590.0,11.373867757573576
595.0,11.505127766683549
600.0,0.9907414489270798
605.0,2.2354347616879675
610.0,3.646520675299689
615.0,10.054632751271132
620.0,13.379299110174186
625.0,10.385598084765387
630.0,10.40577950961888
635.0,10.080905470177145
640.0,11.440350034385537
645.0,12.409316227718088
650.0,12.214309218658896
655.0,11.523534629914762
660.0,12.31919911512436
665.0,12.538441807350903
670.0,12.382824355217458
675.0,9.07000783015312
680.0,0.01273617421460245
685.0,0.000119537008159
690.0,0.0
695.0,2.669072215724737
700.0,3.443872695260992
705.0,8.03412864082493
710.0,8.916594594386032
715.0,10.898178508657049
720.0,8.734129535208593
725.0,7.533523357258211
730.0,5.70759380238682
735.0,6.3847500212005075
740.0,3.676420425687466
745.0,3.7238284474099874
750.0,5.696722354113713
755.0,5.594805149294092
760.0,
765.0,5.950736887190385
770.0,8.62837839256589
775.0,10.966906877446576
780.0,12.343958128471419
785.0,12.341030304268493
790.0,4.802470262215516
795.0,
800.0,4.544873015008731
805.0,7.784236720686022
810.0,10.720239764933652
815.0,12.320818977768553
820.0,12.317858345081886
825.0,11.74564603251952
830.0,0.07199104286573686
835.0,0.00012375900700225
840.0,0.0
845.0,0.0
850.0,5.30046924231574
855.0,8.530989005137235
860.0,9.912017107987777
865.0,11.626560048701467
870.0,11.862905238723263
875.0,10.063423935907924
880.0,5.644517768444662
885.0,
890.0,5.100087797641753
895.0,4.056346374843268
900.0,6.811731462087482
905.0,8.929479743994996
910.0,10.51253647477202
915.0,12.176333317708448
920.0,10.295626322774933
925.0,12.038004802063824
930.0,12.04596810375944
935.0,12.122203672616603
940.0,12.097571322866575
945.0,6.072006515097743
950.0,6.088720755043076
955.0,0.05665227743392455
960.0,0.0
965.0,0.0
970.0,0.0
975.0,7.338523819483816
980.0,7.475124830985443
985.0,10.1391023467651
990.0,11.558035636868553
995.0,6.498339555428758
1000.0,8.055166202314766
1005.0,9.549835116599322
1010.0,11.068805915346939
1015.0,12.418777011366263
1020.0,12.511442560314833
1025.0,12.541527234794277
1030.0,11.805917730450044
1035.0,4.96052706091416
1040.0,7.915329462278009
1045.0,10.79564042108816
1050.0,11.955502293904514
1055.0,12.03134097065145
1060.0,12.1412997798931
1065.0,
1070.0,
1075.0,
1080.0,
1085.0,
1090.0,
1095.0,0.9771853416226806
1100.0,3.7463706665672367
1105.0,6.830275879707186
1110.0,10.224133878108114
1115.0,13.087721506413075
1120.0,14.844751081040084
1125.0,3.396816181458588
1130.0,0.0002350187325098
1135.0,0.0
1140.0,0.0
1145.0,0.0
1150.0,0.0
1155.0,0.0
1160.0,0.0
1165.0,
1170.0,
1175.0,7.5025858662091185
1180.0,10.42117369603366
1185.0,13.589265274535869
1190.0,14.959598066734106
1195.0,4.396934723465804
1200.0,2.23654546183534
1205.0,3.4698039529845115
1210.0,9.763611141592264
1215.0,13.00287143522874
1220.0,11.369393247147366
1225.0,10.697929870616646
1230.0,13.192980457587975
1235.0,14.90405389010559
1240.0,15.294891515402677
1245.0,15.159121074928525
1250.0,15.21919550526011
1255.0,15.095429680711211
1260.0,15.008081435626924
1265.0,9.645051742596122
1270.0,0.0080007361574819
1275.0,0.0
1280.0,0.0
1285.0,0.0
1290.0,
1295.0,3.3252505101729186
1300.0,6.049713856494055
1305.0,9.168908618343995
1310.0,12.041737646190454
1315.0,13.45120823670265
1320.0,11.84058483776754
1325.0,8.0764032837007
1330.0,0.0001496637609265
1335.0,
1340.0,4.720444043446332
1345.0,7.644291130453346
1350.0,10.699723963625727
1355.0,11.74083933591029
1360.0,12.044926395016969
1365.0,11.969547194830389
1370.0,9.18682535111406
1375.0,11.849494311428874
1380.0,12.009106118074865
1385.0,11.994456628273486
1390.0,11.928468835755496
1395.0,2.5529873047955336
1400.0,5.266856786608696
1405.0,8.342466802708804
1410.0,12.06797534897924
1415.0,14.334204244662764
1420.0,14.009926637218088
1425.0,0.0263410650709058
1430.0,0.0
1435.0,0.0
1440.0,
1445.0,5.085054689180105
1450.0,8.222240565251557
1455.0,11.239985353872184
1460.0,14.342742795918824
1465.0,14.112444010426046
1470.0,
1475.0,11.87011026600546
1480.0,14.23379307654941
1485.0,14.231582689427526
1490.0,7.118818500941962
1495.0,1.6707029160753297
1500.0,3.365664765797555
1505.0,4.896873654145748
1510.0,12.903310154255898
1515.0,8.88748193041815
1520.0,10.709177517876238
1525.0,11.256977567076683
1530.0,12.557832267899553
1535.0,13.562969996044963
1540.0,12.66000596160856
1545.0,12.918782292277038
1550.0,
1555.0,8.452978939690471
1560.0,11.101484245561842
1565.0,12.743663041357369
1570.0,12.800448812235564
1575.0,12.909688794676631
1580.0,12.711878023546609
1585.0,12.863314599514425
1590.0,6.46879064667432
1595.0,7.738665469441772
1600.0,5.962353824544698
1605.0,8.78214819796236
1610.0,11.827063805254568
1615.0,12.588889544566646
1620.0,12.384198355737626
1625.0,8.829962903607168
1630.0,5.563334673167082
1635.0,12.424123395016968
1640.0,8.432505611687244
1645.0,9.911103567092955
1650.0,6.0571252892976375
1655.0,12.934716148272576
1660.0,12.73189788169083
