sim_time,mean_speed
5.0,
10.0,
15.0,
20.0,
25.0,
30.0,
35.0,
40.0,
45.0,
50.0,
55.0,
60.0,
65.0,
70.0,
75.0,
80.0,4.925117529276759
85.0,8.293267635721714
90.0,11.270005540829157
95.0,8.439812344865556
100.0,0.0
105.0,0.0
110.0,0.0
115.0,0.0
120.0,0.0
125.0,0.0
130.0,0.0
135.0,0.0
140.0,1.062247144430876
145.0,
150.0,6.859747413638979
155.0,9.910215447843076
160.0,19.5976663405647
165.0,21.865955444748213
170.0,24.035672279863316
175.0,23.828851916454738
180.0,22.17146784620988
185.0,16.524192257138946
190.0,16.47636930703496
195.0,16.488765370752667
200.0,9.900454628130458
205.0,13.861959813172
210.0,6.601681131285394
215.0,5.349109592707151
220.0,10.978620063461994
225.0,10.153595815298058
230.0,8.603611132396624
235.0,9.853037393639106
240.0,9.884876857069326
245.0,14.170212093517184
250.0,23.18553464042023
255.0,4.550033877805799
260.0,8.96037879677677
265.0,10.074612794371687
270.0,8.582149647425052
275.0,9.139375031822835
280.0,10.751641326175655
285.0,9.835801219712481
290.0,11.85631747837691
295.0,14.085312830522199
300.0,15.267164716625873
305.0,15.534768062214212
310.0,13.899037870461688
315.0,11.852495874438755
320.0,12.9221732292811
325.0,14.554549176943093
330.0,12.54072617053428
335.0,11.123835735094252
340.0,8.424689800463025
345.0,5.977032351188865
350.0,8.001956744877079
355.0,10.705438850300416
360.0,9.732719177721153
365.0,9.12811613332946
370.0,9.668314579307388
375.0,11.793590371973002
380.0,10.16597557228835
385.0,12.159459850274342
390.0,7.16988754433074
395.0,13.227085476935168
400.0,13.739682000641979
405.0,15.684490228645203
410.0,15.15154211769702
415.0,16.318763387717606
420.0,14.215127014812495
425.0,13.938475190962148
430.0,10.182501263383775
435.0,12.429776660840583
440.0,5.579319067652175
445.0,5.388677549993687
450.0,8.203616785081538
455.0,8.05653828339034
460.0,6.855977656991478
465.0,8.39235202538595
470.0,7.47762535616597
475.0,9.876085878971967
480.0,12.899513216130412
485.0,11.638803538296354
490.0,14.2607212487459
495.0,16.770026133092106
500.0,18.125721886103868
505.0,15.029797958981536
510.0,16.69258450102759
515.0,16.01078181432197
520.0,11.743484973581165
525.0,18.686136230815357
530.0,16.63368720073564
535.0,12.073215803287015
540.0,12.16475184720949
545.0,11.517895288200508
550.0,12.532027442051128
555.0,14.64068744863186
560.0,14.051224662320402
565.0,13.140813511220644
570.0,14.310652135681952
575.0,9.979108320601995
580.0,7.878725427616115
585.0,9.563434440876327
590.0,10.40791415953139
595.0,14.422086415827659
600.0,12.187741686925932
605.0,11.174493648640103
610.0,13.402529793326455
615.0,12.996007823710835
