sim_time,sys_ave_wait_time
5.0,0.0
10.0,0.0
15.0,0.0
20.0,0.0
25.0,0.125
30.0,0.2857142857142857
35.0,0.5151515151515151
40.0,0.868421052631579
45.0,1.2325581395348837
50.0,1.5416666666666667
55.0,1.8867924528301887
60.0,2.321428571428572
65.0,1.75
70.0,2.261538461538461
75.0,2.347826086956522
80.0,2.767123287671233
85.0,3.282051282051282
90.0,3.91358024691358
95.0,3.976470588235294
100.0,4.359550561797753
105.0,3.98936170212766
110.0,4.762886597938144
115.0,5.6
120.0,5.173076923076923
125.0,5.889908256880734
130.0,5.106194690265487
135.0,5.282051282051282
140.0,5.39344262295082
145.0,5.070866141732283
150.0,5.325757575757576
155.0,4.846715328467154
160.0,5.709219858156028
165.0,4.704225352112676
170.0,5.232876712328767
175.0,4.58
180.0,5.232258064516129
185.0,5.438709677419355
190.0,6.27741935483871
195.0,6.339622641509434
200.0,6.493902439024391
205.0,6.994082840236686
210.0,6.508670520231214
215.0,6.700564971751413
220.0,7.298342541436464
225.0,8.295081967213115
230.0,8.272727272727273
235.0,7.5
240.0,8.195876288659793
245.0,9.08673469387755
250.0,7.72636815920398
255.0,8.509708737864077
260.0,8.650717703349283
265.0,7.629107981220657
270.0,6.931192660550459
275.0,7.143497757847534
280.0,8.13215859030837
285.0,8.026200873362445
290.0,7.814655172413793
295.0,8.204255319148936
300.0,9.154811715481172
305.0,9.779591836734694
310.0,8.540322580645162
315.0,8.382470119521912
320.0,8.062745098039215
325.0,7.906976744186046
330.0,8.413793103448276
335.0,6.271698113207547
340.0,6.157894736842105
345.0,6.537037037037037
350.0,7.2846715328467155
355.0,7.043010752688172
360.0,7.911032028469751
365.0,9.28169014084507
370.0,9.36140350877193
375.0,9.66089965397924
380.0,9.006802721088436
385.0,9.638795986622071
390.0,10.390728476821192
395.0,11.7986798679868
400.0,12.65359477124183
405.0,11.045307443365695
410.0,11.567307692307692
415.0,12.226837060702875
420.0,13.06031746031746
425.0,13.358490566037736
430.0,14.02803738317757
435.0,13.754658385093167
440.0,11.820433436532507
445.0,12.335365853658535
450.0,9.606060606060606
455.0,9.328313253012048
460.0,9.910179640718562
465.0,10.353115727002969
470.0,10.837758112094397
475.0,9.192419825072886
480.0,8.201729106628243
485.0,7.722857142857142
490.0,7.344729344729345
495.0,7.23943661971831
500.0,7.0974930362117
505.0,7.967123287671233
510.0,8.556164383561644
515.0,9.763736263736265
520.0,9.396739130434783
525.0,9.71081081081081
530.0,10.678378378378378
535.0,11.743315508021391
540.0,11.720744680851064
545.0,12.427440633245382
550.0,10.457894736842103
555.0,11.237467018469657
560.0,12.00262467191601
565.0,13.075520833333334
570.0,12.007772020725389
575.0,11.866666666666667
580.0,12.898477157360404
585.0,13.16919191919192
590.0,12.01010101010101
595.0,11.358585858585858
600.0,10.663316582914574
605.0,10.88279301745636
610.0,10.680798004987532
615.0,10.559701492537313
620.0,11.610421836228287
625.0,12.611940298507465
630.0,13.245098039215684
635.0,12.736585365853658
640.0,13.467153284671532
645.0,13.669902912621358
650.0,14.08272506082725
655.0,14.082125603864734
660.0,14.84596577017115
665.0,14.982885085574573
670.0,15.651960784313726
675.0,16.214814814814815
680.0,17.497512437810947
685.0,18.54228855721393
690.0,17.717821782178216
695.0,17.884711779448622
700.0,16.56857855361596
705.0,16.49376558603491
710.0,15.704714640198512
715.0,15.012345679012345
720.0,15.044117647058824
725.0,14.218446601941748
730.0,14.758536585365851
735.0,15.656934306569344
740.0,14.296385542168675
745.0,14.740384615384617
750.0,11.140096618357488
755.0,11.549397590361446
760.0,11.975786924939468
765.0,12.0
770.0,13.415865384615383
775.0,10.278846153846152
780.0,10.802380952380952
785.0,11.184834123222748
790.0,10.923809523809524
795.0,11.709523809523809
800.0,10.95744680851064
805.0,10.178403755868544
810.0,11.063084112149532
815.0,11.412735849056604
820.0,9.461176470588237
825.0,9.66903073286052
830.0,10.33096926713948
835.0,11.035128805620609
840.0,12.414519906323186
845.0,9.132867132867132
850.0,9.041570438799075
855.0,9.951162790697676
860.0,9.955916473317863
865.0,10.02540415704388
