sim_time,sys_ave_wait_time
0.0,0.0
5.0,0.0
10.0,0.0
15.0,0.0
20.0,0.0
25.0,0.0
30.0,0.0
35.0,0.125
40.0,0.8125
45.0,2.0625
50.0,1.5294117647058822
55.0,2.0
60.0,0.3157894736842105
65.0,0.5714285714285714
70.0,0.7619047619047619
75.0,1.380952380952381
80.0,1.9130434782608696
85.0,3.083333333333333
90.0,3.7916666666666665
95.0,3.28
100.0,4.269230769230769
105.0,5.769230769230769
110.0,7.3076923076923075
115.0,2.1785714285714284
120.0,1.75
125.0,1.4642857142857142
130.0,1.5925925925925926
135.0,2.111111111111111
140.0,2.074074074074074
145.0,1.2222222222222223
150.0,1.7037037037037035
155.0,1.7307692307692308
160.0,2.3076923076923075
165.0,1.5555555555555556
170.0,2.32
175.0,3.375
180.0,4.625
185.0,4.333333333333333
190.0,3.6666666666666665
195.0,3.5416666666666665
200.0,4.04
205.0,4.653846153846154
210.0,3.12
215.0,4.12
220.0,5.230769230769231
225.0,6.407407407407407
230.0,8.62962962962963
235.0,9.10344827586207
240.0,10.75
245.0,9.0
250.0,11.892857142857142
255.0,12.892857142857142
260.0,9.642857142857142
265.0,11.925925925925926
270.0,12.384615384615383
275.0,12.461538461538462
280.0,13.77777777777778
285.0,9.857142857142858
290.0,12.178571428571429
295.0,14.133333333333333
300.0,11.533333333333331
305.0,13.7
310.0,9.966666666666669
315.0,12.413793103448276
320.0,13.64516129032258
325.0,5.233333333333333
330.0,5.290322580645161
335.0,6.633333333333334
340.0,7.233333333333333
345.0,7.064516129032258
350.0,9.066666666666666
355.0,11.03125
360.0,12.65625
365.0,12.588235294117649
370.0,12.058823529411764
375.0,12.571428571428571
380.0,13.394736842105264
385.0,9.263157894736842
390.0,7.358974358974359
395.0,9.657894736842104
400.0,10.1
405.0,4.571428571428571
410.0,0.6590909090909091
415.0,0.9772727272727272
420.0,1.902439024390244
425.0,2.232558139534884
430.0,2.386363636363636
435.0,3.6666666666666665
440.0,3.8780487804878048
445.0,3.024390243902439
450.0,4.35
455.0,4.282051282051282
460.0,3.85
465.0,5.121951219512195
470.0,5.315789473684211
475.0,5.756756756756757
480.0,6.944444444444445
485.0,6.114285714285714
490.0,7.529411764705882
495.0,6.828571428571428
500.0,7.972222222222222
505.0,9.63888888888889
510.0,9.135135135135137
515.0,8.394736842105264
520.0,6.8
525.0,4.25
530.0,1.9189189189189189
535.0,2.45945945945946
540.0,3.3421052631578947
545.0,5.153846153846154
550.0,7.282051282051282
555.0,11.428571428571429
560.0,10.02777777777778
565.0,11.6
570.0,11.485714285714286
575.0,6.323529411764706
580.0,7.714285714285714
585.0,7.333333333333333
590.0,7.428571428571429
595.0,9.705882352941176
600.0,8.676470588235293
605.0,8.775
610.0,7.6
615.0,9.1
620.0,8.425
625.0,9.634146341463415
630.0,10.53658536585366
635.0,12.846153846153848
640.0,15.512820512820513
645.0,8.526315789473685
650.0,5.868421052631579
655.0,5.35
660.0,2.5
665.0,3.2857142857142856
670.0,3.2222222222222223
675.0,3.888888888888889
680.0,4.956521739130435
685.0,3.772727272727273
690.0,2.0
695.0,2.4651162790697674
700.0,2.6511627906976742
705.0,3.651162790697674
710.0,4.976190476190476
715.0,6.666666666666667
720.0,8.205128205128204
725.0,9.125
730.0,10.609756097560975
735.0,11.30232558139535
740.0,15.243243243243244
745.0,12.17142857142857
750.0,9.314285714285717
755.0,10.47222222222222
760.0,11.694444444444445
765.0,12.3125
770.0,14.3125
775.0,11.6875
780.0,13.838709677419354
785.0,15.03448275862069
790.0,12.607142857142858
795.0,11.066666666666666
800.0,12.433333333333334
805.0,13.96551724137931
810.0,15.466666666666669
815.0,18.03448275862069
820.0,10.8125
825.0,12.333333333333334
830.0,14.484848484848484
835.0,9.090909090909092
840.0,9.636363636363637
845.0,8.242424242424242
850.0,1.3636363636363635
855.0,1.7575757575757576
860.0,2.4411764705882355
865.0,3.628571428571429
870.0,5.151515151515151
875.0,7.25
880.0,9.84375
885.0,13.387096774193548
890.0,14.290322580645162
895.0,10.424242424242424
900.0,9.764705882352942
905.0,9.470588235294118
910.0,10.794117647058824
915.0,9.882352941176473
920.0,9.944444444444445
925.0,5.891891891891892
930.0,7.055555555555555
935.0,7.54054054054054
940.0,8.756756756756756
945.0,8.257142857142858
950.0,7.882352941176471
955.0,8.764705882352942
960.0,10.205882352941176
965.0,10.27777777777778
970.0,10.135135135135137
975.0,11.588235294117649
980.0,12.714285714285714
985.0,14.057142857142855
990.0,14.38888888888889
995.0,3.888888888888889
1000.0,4.914285714285715
1005.0,5.942857142857143
1010.0,5.852941176470588
1015.0,6.5
1020.0,2.727272727272727
1025.0,2.909090909090909
1030.0,4.606060606060606
1035.0,4.828571428571428
1040.0,5.388888888888889
1045.0,6.2105263157894735
1050.0,8.421052631578947
1055.0,10.62162162162162
1060.0,12.243243243243244
1065.0,9.63157894736842
1070.0,11.13888888888889
1075.0,12.833333333333334
1080.0,6.75
1085.0,6.0
1090.0,4.514285714285714
1095.0,5.685714285714286
1100.0,6.216216216216216
1105.0,7.285714285714286
1110.0,8.882352941176471
1115.0,6.647058823529412
1120.0,8.742857142857142
1125.0,9.303030303030305
1130.0,7.787878787878788
1135.0,6.0625
1140.0,7.193548387096774
1145.0,8.32258064516129
1150.0,8.454545454545455
1155.0,10.806451612903226
1160.0,4.37037037037037
1165.0,3.76
1170.0,2.413793103448276
