sim_time,sys_ave_speed
5.0,3.4130378368000187
10.0,8.581808856174094
15.0,12.888282228687247
20.0,14.597153878443832
25.0,15.491304078242
30.0,15.91912774375197
35.0,13.34016217500377
40.0,13.880879857804464
45.0,16.135193417419288
50.0,16.291993182918336
55.0,15.744472078398571
60.0,16.60809911139775
65.0,16.80304059537789
70.0,16.558343844058143
75.0,16.23459369690089
80.0,15.576023122983385
85.0,14.87179106856884
90.0,15.303348715596528
95.0,14.641686019274328
100.0,13.535121264236905
105.0,13.136850347452317
110.0,14.024966387159312
115.0,15.09684507129322
120.0,15.56495681024893
125.0,14.765125274005737
130.0,13.698359777395702
135.0,13.852425241547955
140.0,14.151077243686233
145.0,13.634692481300496
150.0,14.760728507300405
155.0,15.084199705524584
160.0,14.018086302267992
165.0,13.34822010202765
170.0,12.926076997344586
175.0,13.086330074193274
180.0,13.413254197228852
185.0,13.485622399574828
190.0,12.631240120325996
195.0,12.113393714444388
200.0,11.950074218135605
205.0,12.069212279344692
210.0,11.379198935286537
215.0,11.113525661489314
220.0,11.777312139485677
225.0,12.124859212022502
230.0,12.060338975818784
235.0,12.122705534155116
240.0,12.06882338169663
245.0,11.805310264565447
250.0,11.679917615885502
255.0,11.364975100413218
260.0,11.985209996201528
265.0,11.858623606615955
270.0,11.430182360047176
275.0,11.445111011316856
280.0,11.6771856317626
285.0,12.034620467694236
290.0,12.69294268826186
295.0,13.74494048268173
300.0,14.202352530759478
305.0,14.34741463301004
310.0,14.52632774040826
315.0,13.32102413423014
320.0,13.484547859492256
325.0,13.98192492543962
330.0,13.27559564296211
335.0,12.263127983969817
340.0,12.341243008733612
345.0,11.947157453890895
350.0,12.00503058333662
355.0,12.27582999020618
360.0,12.322661828879516
365.0,11.967953821785883
370.0,11.438575909639892
375.0,11.658746684455656
380.0,11.938993487450428
385.0,12.295466961485069
390.0,13.027251374611028
395.0,13.45431856459565
400.0,12.992118799714026
405.0,12.466096117149652
410.0,12.107364712297173
415.0,12.43830922858697
420.0,12.168454857723562
425.0,12.378334059974003
430.0,11.91594153578197
435.0,11.743281038417354
440.0,11.17953043457348
445.0,11.454007465576936
450.0,11.882284970572687
455.0,12.499832990819971
460.0,12.37298275844345
465.0,12.012519982415007
470.0,11.93016490514892
475.0,12.004706713422868
480.0,11.909356302169693
485.0,12.08805197772536
490.0,12.580931843137574
495.0,12.039546127025467
500.0,11.96997013383486
505.0,11.877355606216378
510.0,11.917797526917328
515.0,11.843596816936602
520.0,12.100845416430388
525.0,12.440056678382447
530.0,12.706864487170714
535.0,12.434992277183316
540.0,11.857729276697356
545.0,12.069314259030769
550.0,12.26378944233662
555.0,11.300950662928038
560.0,10.487812247836032
565.0,10.782400975565288
570.0,11.600787961823832
575.0,11.845023711454422
580.0,12.174059310277654
585.0,11.97048734563786
590.0,11.117095554832474
595.0,10.818032910216958
600.0,11.331527903273647
605.0,11.588935720247548
610.0,11.845632040189296
615.0,12.104504723271631
620.0,12.263106395952164
625.0,12.53100059018318
630.0,12.38117006026892
635.0,11.877784378447426
640.0,12.155224611429007
645.0,12.491185543384264
650.0,12.44560214171955
655.0,12.631411596549864
660.0,13.13703899235279
665.0,13.767939212984276
670.0,14.065426104698542
675.0,14.262250565903242
680.0,13.996223385386728
685.0,13.80750848851135
690.0,13.443044229217504
695.0,12.941231608386596
700.0,12.131527360049116
705.0,11.308400102736474
710.0,11.152918438956467
715.0,11.640074654085783
720.0,12.43350487579592
725.0,13.016100612931975
730.0,12.856926745931828
735.0,12.921303055749108
740.0,12.57974067205744
745.0,11.986047069383028
750.0,12.047201300447378
755.0,11.81113323164595
760.0,11.728211772867349
765.0,11.516680432141625
770.0,11.69725673991206
775.0,11.884398497721474
780.0,11.099268630518434
785.0,11.353301367869424
790.0,12.01416508283871
795.0,12.32448085006337
800.0,12.519695485207636
805.0,12.352776101950797
810.0,11.88620862009567
815.0,11.341640179259086
820.0,10.974497262227729
825.0,10.877284535589602
830.0,10.990785308235768
835.0,10.834420451378604
840.0,10.55305102452855
845.0,10.477740730978695
850.0,10.238779327009546
855.0,10.269535603346013
860.0,10.210674240864758
865.0,10.203422695776824
870.0,10.012670098984728
875.0,10.045630607020296
880.0,10.503397137946669
885.0,10.604501734051738
890.0,9.910576150352872
895.0,10.23255810713719
900.0,10.457072620544547
905.0,10.619138844972529
910.0,10.818384825754274
915.0,10.831341717005552
920.0,10.735284660508457
925.0,10.579838430957958
930.0,10.629778066587525
935.0,10.111748097527157
940.0,9.481691291053508
945.0,9.13290251963777
950.0,9.346312277454498
955.0,9.293500441110654
960.0,8.885394221108017
965.0,8.454202206906494
970.0,8.877982670884466
975.0,9.77808769290214
980.0,10.301244652795154
985.0,10.268797298429645
990.0,10.171917907254814
995.0,10.362026677728046
1000.0,10.21463403383489
1005.0,10.33424411907014
1010.0,10.6962777941579
1015.0,10.864702254979033
1020.0,10.785592541744409
1025.0,10.279893991943863
1030.0,10.31999704269077
1035.0,10.342971047234512
1040.0,10.138232086798045
1045.0,9.783101461543032
1050.0,9.3845146588449
1055.0,9.409117650570495
1060.0,9.88119444245903
1065.0,9.556163348981585
1070.0,9.525056009680982
1075.0,10.087506320550697
1080.0,10.46675925227134
1085.0,10.589656819047937
1090.0,10.599025761812229
1095.0,10.271616811231304
1100.0,10.370132336662516
1105.0,10.378251573553396
1110.0,10.503268047631243
1115.0,10.341957478272713
1120.0,9.711662023108564
1125.0,9.451979118659349
1130.0,9.951383040795305
1135.0,10.468112047077838
1140.0,10.692107348906331
1145.0,10.123334418542498
1150.0,9.839704367156818
1155.0,10.058086947252558
1160.0,10.314892823280925
1165.0,10.217175678837224
1170.0,10.63963181637816
1175.0,10.621372597814638
1180.0,9.879060829849331
1185.0,9.754575820211352
1190.0,9.930720680118624
1195.0,9.785720674429635
1200.0,9.384571085195606
1205.0,9.4701701445974
1210.0,9.026452536538644
1215.0,9.307270041197295
1220.0,9.864332006803767
1225.0,10.032218636866974
1230.0,10.790593667744584
1235.0,10.760579936712723
1240.0,10.70863303396633
1245.0,10.899567543720336
1250.0,10.795544424194189
1255.0,10.638931370015698
1260.0,10.481248756303549
1265.0,10.104253579449225
1270.0,9.576974124858044
1275.0,8.680205541717195
1280.0,8.589468311245877
1285.0,9.041846679133986
1290.0,9.273671514954932
1295.0,9.232409804765332
1300.0,8.617543012652721
1305.0,9.098664533588591
1310.0,9.637991835772048
1315.0,9.38574268625318
1320.0,9.261966887338582
1325.0,9.006103198014566
1330.0,9.190985876620674
1335.0,9.881984991837472
1340.0,10.39695224613604
1345.0,10.497395685341994
1350.0,10.298164978911382
1355.0,9.764871046505856
1360.0,9.301951653303597
1365.0,9.299600698953729
1370.0,9.549521847267062
1375.0,9.721520131990207
1380.0,9.791519633608107
1385.0,9.904916318693548
1390.0,9.661310888188831
1395.0,9.072888876855885
1400.0,8.64919411970875
1405.0,8.445536059346662
1410.0,8.756178009792386
1415.0,9.11334843158916
1420.0,9.413060858269905
1425.0,9.393106765865284
1430.0,9.24394910412776
1435.0,9.74819155033625
1440.0,9.757456650405386
1445.0,9.591450643680105
1450.0,9.394934106204284
1455.0,8.94116166614078
1460.0,8.623465766501665
1465.0,8.491961346804924
1470.0,8.824459816396722
1475.0,9.189756773041358
1480.0,9.277151032317262
1485.0,9.01425028848019
1490.0,8.824721829451775
1495.0,9.139645704659696
1500.0,9.240137091867531
1505.0,9.378979622555317
1510.0,9.429838408825384
1515.0,9.381132861414264
1520.0,9.570397859775028
1525.0,9.507863260665548
1530.0,9.162343214442265
1535.0,8.811375433137773
1540.0,8.97603302260877
1545.0,9.279247189759609
1550.0,9.543112322946897
1555.0,9.573987774255492
1560.0,9.742305579513692
1565.0,9.986436750951434
1570.0,10.3783911937583
1575.0,10.241729516589
1580.0,9.94667134435942
1585.0,9.942387339733338
1590.0,9.700901044611372
1595.0,9.649704590116675
1600.0,9.834847817838254
1605.0,9.560194204588308
1610.0,9.588398148653845
1615.0,9.538337579706816
1620.0,9.776046262644558
1625.0,9.632688831487592
1630.0,9.274034293255466
1635.0,9.701456836057323
1640.0,9.89190395052369
1645.0,9.374742754934978
1650.0,9.483608016281382
1655.0,9.89570698218064
1660.0,10.478372410035822
1665.0,10.841997798715154
1670.0,11.064550501809457
1675.0,11.001513643988464
1680.0,10.12658980344664
1685.0,9.959699253964969
1690.0,10.236822358087508
1695.0,9.84482664299076
1700.0,9.83811005899102
1705.0,9.83131656647824
1710.0,9.504609497304635
1715.0,9.073890282316643
1720.0,9.125281983736471
1725.0,9.461328620133644
1730.0,9.989507739668005
1735.0,9.99107350587281
1740.0,9.809515748494096
1745.0,10.011244135471582
1750.0,9.931780546416926
1755.0,9.672415054800435
1760.0,9.427475905943384
1765.0,9.64004225412919
1770.0,9.72812290747378
1775.0,10.0106795580071
1780.0,9.620482655697934
1785.0,9.52144947039366
1790.0,9.831165337370877
1795.0,10.049968712434053
1800.0,9.392019519377584
1805.0,9.86023164214602
1810.0,9.707222513382298
1815.0,9.628806522085824
1820.0,9.844976063738637
1825.0,10.127970135530154
1830.0,10.67727133314395
1835.0,11.092672218696483
1840.0,10.538372080691992
1845.0,10.291734146842291
1850.0,10.321247953067466
1855.0,10.09806395444274
1860.0,9.83496827781643
1865.0,9.694657232517448
1870.0,9.423663092583354
1875.0,9.219278876596537
1880.0,9.483673165369648
1885.0,10.014307144445944
1890.0,10.440451568520958
1895.0,10.628847547066334
1900.0,10.28065355718034
1905.0,10.344681744498384
1910.0,10.3906481725504
1915.0,9.805396514478184
1920.0,9.741535598784854
1925.0,10.133762611797666
1930.0,10.249154553117087
1935.0,9.89093164578242
1940.0,9.43049131688855
