episode,SF-GMPPO_trial_1,SF-GMPPO_trial_2,SF-GMPPO_trial_3,SF-GMPPO_trial_4,SF-GMPPO_trial_5,,MAPPO_trial_1,MAPPO_trial_2,MAPPO_trial_3,MAPPO_trial_4,MAPPO_trial_5,,MA2C_trial_1,MA2C_trial_2,MA2C_trial_3,MA2C_trial_4,MA2C_trial_5,,IPPO_trial_1,IPPO_trial_2,IPPO_trial_3,IPPO_trial_4,IPPO_trial_5
112,786.2299675,702.1785262,786.638644,733.781439,708.4888782,,583.1327306,626.5240945,552.1920611,786.638644,483.1288539,,434.5186477,576.7823316,583.1327306,565.3494816,552.1920611,,530.5382663,221.1049829,270.3221297,468.3190339,599.8677056
113,903.2914318,704.4023149,687.5821491,639.5630951,650.1979031,,661.7522368,700.3774392,728.2613125,687.5821491,617.218905,,486.9335207,504.0482583,661.7522368,458.4949722,728.2613125,,661.161724,406.7132597,472.714799,662.9472175,654.8389101
114,687.9603694,805.6544465,596.1114544,744.4195496,578.4726525,,656.6967314,587.4204126,606.7990932,596.1114544,536.8495975,,542.9620698,576.163657,656.6967314,436.1260387,606.7990932,,561.3679748,246.072504,471.034684,435.0693506,594.7447339
115,768.313345,845.725819,735.6371334,566.4847963,691.0227871,,707.7728164,754.1578136,568.6514911,735.6371334,409.5147347,,562.3780404,411.8158643,707.7728164,426.1490857,568.6514911,,394.7727214,460.5820818,549.6711569,213.416173,450.0686967
116,838.4615712,747.3032447,748.5854502,543.7137479,559.3113419,,760.1126611,770.3291852,504.5605783,748.5854502,569.6193283,,461.9073917,396.1460975,760.1126611,376.9042668,504.5605783,,491.8073019,326.5192727,337.4895067,966.4444073,641.5144177
117,739.1592003,667.4221031,747.087656,672.6533437,684.2064183,,621.9466028,716.0340134,527.7670238,747.087656,593.9326715,,456.3601366,529.3424201,621.9466028,403.9392732,527.7670238,,376.5727652,377.8901193,529.0621393,595.9920766,590.5258373
118,788.4802406,714.3208093,815.6710283,671.1379277,658.0657285,,484.4549335,690.0677509,580.055486,815.6710283,647.6396486,,515.5841572,486.085856,484.4549335,471.6859365,580.055486,,500.3834121,524.621982,540.1247978,467.3973687,496.1245886
119,914.8560591,738.8933638,628.7766676,616.8176801,722.625215,,718.0360564,600.0141186,601.6711146,628.7766676,373.307486,,482.2042329,651.2236133,718.0360564,347.5859732,601.6711146,,474.884041,292.3870662,574.018457,485.8433161,695.6542651
120,803.5056548,734.0107266,827.6927124,563.0056416,659.0479156,,671.0697509,806.0102127,484.5969919,827.6927124,288.6408932,,552.8743946,411.2273591,671.0697509,337.8883442,484.5969919,,475.6272383,426.2085906,708.0803493,472.4570117,630.8077856
121,757.0015948,707.0266344,780.1960272,772.948128,646.4854117,,701.8016744,579.0824385,433.000711,780.1960272,594.7954395,,487.5799214,424.4622398,701.8016744,421.2599276,433.000711,,406.5775795,317.2267449,514.8632509,477.5429685,503.8208279
122,976.316744,704.5416308,754.9669123,807.5612149,686.7216267,,730.1218838,654.2713657,485.3844517,754.9669123,446.7078001,,531.4348301,274.8235242,730.1218838,344.5567681,485.3844517,,248.5534105,267.6391638,497.4624881,356.0212034,467.0702531
123,830.8127472,605.4038014,695.4910659,725.4743046,659.3015127,,751.8074329,685.3115438,671.4409789,695.4910659,633.5453304,,470.3349377,613.9251369,751.8074329,441.7522446,671.4409789,,357.9681593,253.6196465,611.8726937,352.569365,597.6552062
124,841.1301877,751.8323834,818.29257,735.0683656,626.5977192,,660.4164944,772.8998342,521.9654609,818.29257,370.6615035,,679.8484823,524.9984454,660.4164944,440.7141747,521.9654609,,557.8675535,559.4280114,367.12499,488.6525715,479.9950102
125,907.2676747,733.3454824,690.6839226,621.2475264,678.9071703,,616.1858608,608.7308381,564.8882083,690.6839226,574.9154325,,490.0765388,463.7501461,616.1858608,345.4771723,564.8882083,,578.8216309,270.4264362,382.3056713,631.3712789,519.4743409
126,928.9339096,679.8087259,704.298874,773.5878808,685.1699403,,680.9956061,696.0800167,436.3964985,704.298874,648.9412869,,666.0091382,639.7434839,680.9956061,346.2368216,436.3964985,,394.2171304,321.8234008,544.7193189,679.9382218,619.1589472
127,902.2423695,810.8959071,657.241895,720.5100952,672.2475742,,611.509053,671.1142932,719.1380991,657.241895,479.7677231,,462.925102,539.9934577,611.509053,430.2967503,719.1380991,,395.0059159,335.4616932,492.5734407,417.2437266,556.9282607
128,801.739421,794.7981385,779.1339269,597.3496841,585.9120546,,623.9606721,737.5259479,489.5621348,779.1339269,597.0603458,,623.078159,569.3836734,623.9606721,654.6924821,489.5621348,,473.9688017,312.4075871,386.0584594,526.7254422,588.6304331
129,894.3964172,698.2002742,693.8691121,708.1013927,600.1508207,,542.9902733,665.3489993,646.3216244,693.8691121,402.0334027,,546.8222906,449.1863469,542.9902733,397.6457477,646.3216244,,476.2895562,559.4363709,546.6543016,305.0452478,545.1354484
130,848.7548931,729.0300515,710.8968302,562.5188813,609.1100347,,574.8443837,623.3985257,533.6237119,710.8968302,478.0098926,,651.4939805,442.137584,574.8443837,318.2928092,533.6237119,,400.7415509,453.6625898,472.0631235,442.0681308,494.803387
131,903.5519047,727.096197,731.689367,692.0476569,662.7997415,,639.3999309,685.057252,602.0412092,731.689367,556.5028321,,528.6674843,559.5413436,639.3999309,448.8803329,602.0412092,,403.6641001,463.4589205,441.2071108,546.8539594,450.8391869
132,784.74135,918.4961698,831.0495346,648.7175458,739.8518291,,658.9383085,608.3383183,545.6876464,831.0495346,601.5815776,,528.0470854,556.2859739,658.9383085,376.0378006,545.6876464,,381.2257976,395.5700457,619.4020471,337.363779,539.3575734
133,928.9398802,717.3321073,835.7224407,714.961179,633.1140133,,868.4862951,710.0112734,664.6596951,835.7224407,440.1384571,,651.5252627,455.958598,868.4862951,310.6228989,664.6596951,,524.5919832,573.5279572,393.6874579,498.3986078,417.4700476
134,687.114196,742.7967504,797.9954711,678.2818039,898.2919502,,635.4318672,674.5876704,625.5858592,797.9954711,445.2651546,,576.8480686,463.0373638,635.4318672,368.8789756,625.5858592,,484.4146728,498.3391251,366.8236489,297.5619282,728.9540864
135,864.9645998,648.4549974,738.449752,635.5709053,651.8784203,,723.9242449,624.2869608,637.7273881,738.449752,395.666749,,608.9139166,472.1110703,723.9242449,413.6164039,637.7273881,,578.9672676,427.8971843,454.9585704,509.1725842,554.4038729
136,805.0811134,789.566087,657.7246069,637.8595003,619.2740775,,547.3466806,599.1324259,509.5004714,657.7246069,435.388552,,329.2431447,503.6437936,547.3466806,309.8833272,509.5004714,,368.7910583,322.2624414,338.829519,448.5175103,473.7926954
137,927.7882823,686.5060994,807.7196348,744.8473834,556.9551613,,655.6071889,687.9985272,487.7198329,807.7196348,522.143532,,706.3258505,479.7805879,655.6071889,581.4072695,487.7198329,,289.2078156,316.443694,373.0547257,393.819105,531.8637186
138,924.7690889,885.348302,880.7802472,871.6800464,817.411471,,646.287612,545.4484335,549.6855096,880.7802472,577.6323027,,487.638685,523.3816245,646.287612,305.8182809,549.6855096,,477.9264743,572.6553136,628.8687131,759.1030235,739.7320898
139,908.9158642,782.8126667,745.1417519,810.768501,598.6884851,,718.2486354,720.1808732,631.9070342,745.1417519,525.1794222,,470.238846,632.9193102,718.2486354,281.2120089,631.9070342,,328.8212856,230.468702,259.398029,760.1958002,516.4406698
140,760.7550036,769.8918413,912.8088645,629.9261504,894.6894055,,680.5756647,687.0030989,610.717636,912.8088645,617.6399859,,452.2962862,541.7141203,680.5756647,407.8925559,610.717636,,438.4190083,321.3445541,411.5317261,572.0428958,584.6102018
141,921.178462,833.0721598,688.2330068,720.5289355,667.211933,,725.8020456,701.594926,570.3819992,688.2330068,553.8807722,,500.69189,444.6547314,725.8020456,463.033891,570.3819992,,488.0299522,318.40872,414.1289586,490.5045919,598.5591556
142,922.3616763,735.5373731,701.7347605,662.0129724,710.9861996,,688.4849499,665.9244297,709.090716,701.7347605,504.141432,,554.6335777,508.3426636,688.4849499,384.9424606,709.090716,,406.9598484,328.5994187,322.4378891,537.4012059,635.0829174
143,858.4980299,687.8257279,641.0856946,745.1462692,712.2044302,,654.7294485,558.7528352,585.9688047,641.0856946,439.3149324,,531.020834,400.2488734,654.7294485,443.3045527,585.9688047,,266.5543096,415.4780904,255.3142138,502.7949307,455.1185675
144,870.91788,723.9764439,714.6357812,755.1733575,668.5543869,,602.2562955,622.5503174,556.0326336,714.6357812,532.0664566,,364.3537671,509.8281635,602.2562955,442.4525875,556.0326336,,459.140219,183.8946259,439.8820277,452.96573,639.2361625
145,772.4558006,691.2778428,827.7671398,690.0795525,697.9526597,,631.2515106,841.5970767,617.7211085,827.7671398,421.8522623,,482.8806116,463.1488436,631.2515106,418.9740909,617.7211085,,404.1243834,318.7450428,486.8485411,322.3505796,638.2564587
146,940.4148517,848.812604,817.7535958,688.8604074,615.2174374,,620.8012724,701.4864956,606.8960491,817.7535958,423.8109091,,481.0687463,548.0831459,620.8012724,432.5384491,606.8960491,,441.3816329,480.3945981,538.4065471,604.1994867,580.7361259
147,792.4038443,700.3320945,746.9840613,708.0199064,674.2214668,,691.790982,615.2753453,396.1679961,746.9840613,419.4575464,,500.8385666,455.785302,691.790982,269.1882612,396.1679961,,372.2702475,398.1442179,310.6936563,325.1237109,502.8483159
148,873.6967582,756.268548,853.0961117,857.755304,627.5734924,,731.2571232,647.2762843,690.0301197,853.0961117,479.5294216,,573.526573,528.6507211,731.2571232,423.4931936,690.0301197,,461.6795799,248.9917806,279.3465376,577.1329245,583.3809105
149,931.4068631,701.212276,809.0072598,780.9617465,838.1451809,,629.0779963,661.4713075,662.3595634,809.0072598,455.0041562,,547.0639343,470.9888037,629.0779963,305.9041589,662.3595634,,468.3323391,341.0017523,411.7690872,484.2505583,477.5712195
150,944.9058866,715.0947359,907.698411,786.5044108,780.7348288,,754.9929347,606.8802735,713.0572615,907.698411,534.0948547,,582.9745672,558.3812877,754.9929347,580.0125611,713.0572615,,445.3841151,385.9010479,272.7500561,400.2989286,424.8005935
151,936.5859933,633.7313173,719.4029545,661.8750677,620.0692443,,758.7042842,601.4463622,571.4174862,719.4029545,382.9146294,,299.7316046,459.8980999,758.7042842,352.7452978,571.4174862,,512.0745915,292.0394184,488.9553212,362.523338,506.9405436
152,1025.370433,858.2611802,757.33691,863.6989546,814.6541072,,734.0461772,836.2627162,589.472472,757.33691,589.1018991,,472.0181531,392.3944063,734.0461772,422.5458932,589.472472,,544.241997,334.1803344,381.5016107,430.9533114,473.964726
153,974.3627484,796.9612178,800.2737201,805.1142291,661.3294337,,751.1463945,643.2385312,521.8119067,800.2737201,706.248623,,671.9859344,584.4647813,751.1463945,558.4306749,521.8119067,,414.2786493,361.2205425,401.9891606,375.1377909,598.6395356
154,832.8386768,713.934064,676.3295433,847.9216105,777.3074889,,760.0941558,669.5988131,711.5156133,676.3295433,507.373642,,434.4811499,463.4757375,760.0941558,456.0942901,711.5156133,,419.7164298,242.345458,527.7490301,337.9901879,644.2441458
155,900.4613011,632.0310853,774.8859518,721.9296853,700.305175,,565.9247744,644.9664638,642.7071159,774.8859518,565.5030938,,526.2257951,481.5258213,565.9247744,615.5260151,642.7071159,,460.9000677,214.7199408,465.6420712,401.601947,644.2250234
156,1053.721358,645.3787548,711.7377344,711.2080551,641.5965977,,587.5350322,657.2723162,612.9576708,711.7377344,623.5384168,,517.8516169,615.506475,587.5350322,345.5781789,612.9576708,,475.1554366,477.6011472,475.5062952,672.4782896,532.1498863
157,956.1625154,727.3277907,848.2889202,679.3920338,716.6881201,,678.6470534,657.08336,558.3311512,848.2889202,758.9126587,,597.628096,518.4322947,678.6470534,605.1103143,558.3311512,,480.0394651,257.9317277,299.8489372,278.102854,399.9595431
158,938.8634279,846.8765291,811.9695083,593.6594756,737.6367078,,689.7449211,752.6741294,619.2078525,811.9695083,636.9852251,,538.9948067,392.3985,689.7449211,420.9326209,619.2078525,,397.8518696,189.5312891,293.3479994,274.3548295,474.5294733
159,1023.833477,926.3831071,826.7696114,643.0344085,719.5382208,,668.0389328,678.3296546,670.1305895,826.7696114,569.4917158,,485.1045157,591.7742463,668.0389328,335.4467251,670.1305895,,537.6498091,461.1873741,515.536873,523.1575615,601.3688525
160,924.3617828,888.0119666,824.0430866,738.466495,754.7015818,,774.3720213,673.010642,596.4708808,824.0430866,640.0575593,,566.4446171,589.9984028,774.3720213,431.3308592,596.4708808,,354.9807411,254.5279,392.5866248,320.9454464,424.8729179
161,856.9489976,883.0473965,779.3606168,698.8792029,765.8404435,,550.3114838,636.1774361,550.2392194,779.3606168,461.6917351,,554.926672,527.8541359,550.3114838,324.364419,550.2392194,,442.2773338,263.4029491,451.6210763,343.3249391,483.0983482
162,1025.457517,793.258719,729.2198319,689.1943059,873.8610653,,706.0688782,752.8786625,740.3320792,729.2198319,507.4117248,,458.9217517,461.2865084,706.0688782,434.7590432,740.3320792,,522.3016045,277.3955799,351.460319,542.4308809,453.7500764
163,980.2577751,888.0715925,954.529523,658.3795697,807.227443,,696.9512709,458.5173321,529.028248,954.529523,541.0630005,,549.643733,534.9240754,696.9512709,371.8260347,529.028248,,374.6552863,378.300735,483.9606258,405.3342043,579.6676513
164,901.220395,739.4913275,642.7818044,516.4778509,669.9154791,,665.2344153,612.626752,737.9683314,642.7818044,722.1574646,,515.1864719,515.7764971,665.2344153,271.9595222,737.9683314,,407.8830878,345.6867662,408.8773964,441.5815582,410.3068626
165,924.7474002,772.2162151,786.3800745,683.6328947,756.2098235,,703.0744493,625.2226806,653.3104021,786.3800745,573.7045821,,497.1724048,505.8402215,703.0744493,436.6506872,653.3104021,,585.7843122,387.2356753,426.7531042,527.0724528,540.1668273
166,1029.884885,836.1096134,902.2363798,714.3159883,737.2023894,,775.3453891,752.2874784,564.8909722,902.2363798,435.5431896,,605.5267473,554.8110209,775.3453891,417.7142696,564.8909722,,484.3093152,352.8162969,511.8326895,404.2026709,551.9154953
167,942.2944731,767.2756776,806.5098399,742.740707,679.0713504,,758.3052472,729.057775,487.1181038,806.5098399,462.6663885,,565.503827,596.9781302,758.3052472,618.5997584,487.1181038,,372.6835919,365.9151178,350.255442,369.0224271,576.3519282
168,872.5113461,748.9913665,760.2587492,660.6801294,727.0703221,,613.2910282,641.1944161,632.5857108,760.2587492,632.8879135,,527.7703165,437.1726573,613.2910282,390.5140526,632.5857108,,411.0327617,476.3890473,429.3367961,340.8362502,610.5167928
169,847.6289167,679.6667498,1008.339123,743.7177295,844.2775747,,604.2509203,653.4025068,420.4375686,1008.339123,495.4991226,,426.8978192,469.4606264,604.2509203,345.4804066,420.4375686,,419.1478488,232.9525846,588.5916212,417.3528279,556.4755957
170,961.1481741,692.9659057,807.9980098,758.0036601,687.5182579,,697.3528198,597.8234431,610.1013034,807.9980098,422.6000946,,540.38616,507.5718273,697.3528198,442.8564273,610.1013034,,559.3906923,467.0761236,404.24493,448.4747348,660.5769604
171,1084.469781,720.520675,692.4727891,710.8422862,675.414478,,626.673497,624.7204157,528.6914267,692.4727891,475.101767,,438.8341385,417.5261259,626.673497,340.8324203,528.6914267,,474.140799,361.8821904,487.2147526,479.3911566,671.4665903
172,879.7223359,873.2600187,843.4032444,691.9592859,703.8329438,,699.0037264,764.575398,519.9082351,843.4032444,587.3401616,,593.4304185,675.2091534,699.0037264,550.6385179,519.9082351,,541.4785204,536.4555631,326.9920019,434.0443594,616.4206792
173,890.5076441,793.1119114,862.0418286,713.2035647,685.3678205,,774.1375794,616.6047864,611.3822882,862.0418286,462.5308554,,634.2188067,485.7919426,774.1375794,453.3442042,611.3822882,,499.2069271,280.2221868,475.1903384,533.5942067,588.8283549
174,952.0353182,775.930256,789.2644547,656.8098186,622.0662431,,687.2712945,700.9112678,576.6092153,789.2644547,568.5574403,,603.9052047,642.2147693,687.2712945,408.4216832,576.6092153,,561.5938509,382.7981673,343.3174607,414.8265239,380.4992663
175,1018.564489,847.2047798,769.8707853,750.3131567,675.1160019,,521.9634142,660.5227434,613.3430091,769.8707853,648.4102253,,375.4667897,499.4195203,521.9634142,417.2076219,613.3430091,,421.0820383,342.0525213,520.8407267,444.9443395,545.1174262
176,939.4440202,734.7922508,874.5665337,717.9771171,615.6544883,,620.5282482,574.0143213,452.5621397,874.5665337,679.1603461,,416.4552459,467.7388463,620.5282482,395.689266,452.5621397,,330.0442318,301.9290933,442.622985,410.6294346,490.8300813
177,976.61372,723.0925682,632.890988,803.5840167,558.2589128,,588.5109255,730.5354666,514.8108142,632.890988,542.0913786,,511.7314078,510.7206989,588.5109255,508.821912,514.8108142,,524.0550984,373.8573554,380.1227669,578.1907182,523.7720108
178,868.3493222,749.1316696,901.6855313,770.6461391,813.2957412,,729.6267079,668.7173879,591.5596032,901.6855313,663.7778243,,463.1616922,571.1746811,729.6267079,493.6467666,591.5596032,,393.2804142,499.6499101,498.5498253,604.1175975,515.5771053
179,870.2077365,779.605782,957.5742719,803.9765339,736.3018313,,738.2436555,707.9456328,603.8543372,957.5742719,512.6900395,,527.5421072,576.7681387,738.2436555,425.5058865,603.8543372,,586.1245253,389.8037767,483.4651023,538.9503425,426.8702599
180,899.6432474,788.3360154,809.0110852,717.7133655,605.5816989,,689.6524469,617.4081063,670.2975228,809.0110852,543.5094052,,572.7473097,356.1613775,689.6524469,436.4874623,670.2975228,,419.1001232,214.497589,453.27577,482.2322036,563.5084718
181,917.7408941,797.9505105,823.7484658,752.5911413,755.6948493,,622.0387194,713.7774027,868.9923385,823.7484658,478.3769397,,455.426162,500.8550643,622.0387194,470.9855878,868.9923385,,478.0675672,274.8123918,542.1347032,579.3593106,422.7849904
182,969.1485966,704.1749464,893.0845581,706.9857602,753.7452174,,743.4978312,644.2776215,652.6855995,893.0845581,555.3432959,,556.1129176,483.5370779,743.4978312,468.0501726,652.6855995,,575.7615851,549.5932576,479.7480478,349.2633487,525.3373114
183,882.2253312,746.2243598,925.461575,770.8095596,687.2761886,,769.3546713,815.8774605,630.9409695,925.461575,329.1483198,,714.6562733,437.1699094,769.3546713,327.3085328,630.9409695,,501.6746035,362.7594959,602.841706,535.527998,449.3807743
184,988.1252663,857.7837476,864.6766968,839.5332713,764.8188374,,862.2265994,600.3365115,596.0161552,864.6766968,672.1285417,,483.9159798,656.4656631,862.2265994,561.8759971,596.0161552,,649.040934,368.8832331,593.2054084,441.6180695,629.5411972
185,889.1899582,841.8875284,759.4477983,675.5723398,711.779216,,686.9520677,601.6456175,661.5818682,759.4477983,575.0480902,,596.7125866,540.7732699,686.9520677,564.88717,661.5818682,,374.6828845,243.2971502,464.8242273,495.3276035,470.7276167
186,939.7119416,794.655715,827.4942998,736.8891104,829.8838349,,754.5178894,730.8556472,652.801621,827.4942998,678.0906894,,514.3076079,554.5945396,754.5178894,401.2712522,652.801621,,328.0839681,376.963779,280.5610029,440.950696,499.3293821
187,961.7153459,786.0038059,763.4029191,718.080753,814.5496711,,614.6643781,717.3909158,478.2945864,763.4029191,437.7088441,,578.2438232,627.0272638,614.6643781,328.6689555,478.2945864,,396.4472522,301.6515064,350.4838062,300.918602,436.9051547
188,974.9798029,934.2346966,797.8828306,782.5741883,812.8886796,,663.9374258,844.2078809,619.7695506,797.8828306,499.0683699,,693.5083327,457.3805374,663.9374258,392.495535,619.7695506,,420.684479,270.2960298,310.6864849,399.3847147,424.7553485
189,1022.793885,748.2260317,694.6006669,744.2524405,689.7398729,,651.8741208,687.1041592,570.86974,694.6006669,635.5162276,,451.4561066,541.5186466,651.8741208,406.3822782,570.86974,,358.1402976,437.2317521,614.3021102,569.3237322,529.804662
190,860.4467338,715.282079,824.098198,644.7232337,663.0518126,,631.9774928,591.0702486,724.5204069,824.098198,451.3876434,,563.1680827,611.5276029,631.9774928,359.5139989,724.5204069,,561.0141161,273.1240405,668.1284374,535.9719078,404.6887763
191,896.1255718,730.3662801,768.1956113,729.1972632,708.4737092,,660.3742445,704.9582192,598.0815647,768.1956113,615.3735881,,562.8017632,593.0700161,660.3742445,518.7265476,598.0815647,,391.3454689,490.784195,396.7675129,586.3230044,414.3308526
192,1102.165441,798.7554317,860.4939865,717.5403124,786.0453256,,716.0606293,744.8754331,771.6676793,860.4939865,735.1427256,,623.2635332,649.5733678,716.0606293,526.1761889,771.6676793,,772.8100953,415.0320957,444.6885188,548.9098364,622.9929548
193,1079.921267,815.4117173,842.8566389,919.0778959,757.5982923,,686.9211324,707.6980476,665.3849856,842.8566389,783.3875985,,401.0693343,423.620019,686.9211324,501.9197761,665.3849856,,591.2715689,428.9697023,490.7898289,460.7406607,603.0716716
194,973.0443825,880.2923562,905.5734264,709.807159,691.0620718,,672.5333761,683.3116924,569.9363152,905.5734264,597.6923697,,538.3047033,529.3956149,672.5333761,298.3244708,569.9363152,,406.1289772,431.9956704,328.2283849,517.7505585,517.0177937
195,925.627767,771.8442416,725.934033,717.203883,679.4363572,,651.6563211,706.6983955,792.5185338,725.934033,524.3820174,,560.2400261,757.1415756,651.6563211,439.634841,792.5185338,,595.6074122,329.0990686,554.9620568,419.4587128,523.0968175
196,928.0484252,930.8721477,896.7212046,827.1465877,723.9829155,,772.3114254,701.4277311,775.3319611,896.7212046,602.0624169,,617.1044013,614.5534429,772.3114254,440.7248409,775.3319611,,397.6374942,358.1930871,441.5749659,377.6157952,354.4275874
197,882.7802963,802.4207552,802.7262592,753.5019383,714.9673404,,709.8095737,624.6769767,616.178273,802.7262592,542.6342966,,607.7257566,530.0499203,709.8095737,535.0057488,616.178273,,565.4372287,431.6934044,450.3164911,528.5318685,435.9986623
198,885.339257,738.6669311,891.1854965,692.2948681,931.6665965,,691.6929527,655.9888755,727.8378088,891.1854965,589.8923581,,589.1822855,625.1759269,691.6929527,345.7451523,727.8378088,,475.816947,284.3670906,511.1918186,709.4114419,662.7149048
199,920.1807364,849.7567457,842.6823606,659.4965492,692.9223188,,782.5051267,765.7835853,766.743624,842.6823606,571.340401,,523.0129693,616.8017636,782.5051267,474.1902677,766.743624,,578.8799235,341.3621814,493.4544786,297.9420548,347.1055638
200,943.6203105,754.6768017,797.1523193,819.0476719,699.8442579,,570.3670553,799.8577578,575.6725585,797.1523193,371.1910169,,573.7957547,470.2418974,570.3670553,470.7889696,575.6725585,,506.693375,412.4302425,616.4303447,759.1099621,600.7128173
201,949.9881675,595.6922697,900.7015403,673.3964288,732.1517005,,562.0735035,667.4060552,434.4133115,900.7015403,654.626354,,749.9316642,356.7781646,562.0735035,484.0440342,434.4133115,,485.6665187,457.0945748,363.068222,569.1495439,577.9902107
202,953.7813306,766.9649232,869.375398,764.1310734,728.3102974,,688.1495289,653.1052643,623.5886939,869.375398,612.4622207,,491.06176,456.0061902,688.1495289,332.9616139,623.5886939,,395.5732358,498.101727,481.9316258,417.6232007,414.1187435
203,919.4932502,643.5764145,877.7448075,803.3505268,589.9762291,,680.3908326,683.5262999,573.5668592,877.7448075,455.4009232,,589.0181535,518.3000305,680.3908326,450.9750585,573.5668592,,441.9431176,320.3305726,464.6967802,455.1417968,528.2650837
204,888.4082644,778.1429736,767.6687804,702.4331617,875.4837503,,731.7226808,670.7811875,599.8898994,767.6687804,710.8352946,,504.5144236,542.8351507,731.7226808,389.4249375,599.8898994,,522.9882976,427.1163328,425.6940796,555.8412496,445.3925955
205,844.618645,915.5533036,822.6702386,862.8111367,652.9706388,,716.4504403,707.1791662,557.2408394,822.6702386,501.8187137,,606.1393507,355.9717667,716.4504403,561.4943058,557.2408394,,468.8879005,450.9034496,324.7720196,457.1023297,456.864796
206,943.0433828,757.5570436,835.7211782,879.6588851,681.6261111,,593.5835883,635.276204,660.347764,835.7211782,744.3520359,,600.8542059,658.6534549,593.5835883,425.2512819,660.347764,,400.9754087,310.9862294,269.1693676,373.1350983,400.726737
207,894.5777155,806.4571444,738.6641008,707.8333383,803.3362871,,708.2649881,763.4428107,636.5187913,738.6641008,553.0617698,,628.7498988,487.3698323,708.2649881,388.0566946,636.5187913,,432.899172,294.416555,424.5195763,321.7499931,411.2573579
208,961.4244238,799.9804534,747.9745882,669.6763979,679.6555424,,734.8824422,656.1806096,587.6754801,747.9745882,620.1883085,,710.2145821,331.0153708,734.8824422,472.793689,587.6754801,,589.8529982,391.9008168,433.7700874,346.8316648,509.2434894
209,957.5326272,755.757077,644.903745,742.163015,621.9994716,,734.5757037,647.0545124,568.7240319,644.903745,520.1133772,,426.801735,429.161951,734.5757037,396.4497522,568.7240319,,474.3214996,260.6282864,676.1174413,433.9912715,366.1131779
210,993.9352284,737.6194646,828.9807844,652.1730792,783.9154143,,714.8682831,624.0427996,592.4077968,828.9807844,374.4249179,,643.6157743,480.5488742,714.8682831,301.4422013,592.4077968,,653.2317665,478.950142,508.7309604,466.2357223,441.7140481
211,770.8436072,849.590772,771.3621324,719.5831896,832.1461419,,685.7252977,697.6667656,598.5543529,771.3621324,492.3016447,,641.1790549,670.3612274,685.7252977,459.8989066,598.5543529,,318.4364625,255.4648097,374.4294306,405.1603165,549.1005006
212,913.1589715,786.8392775,760.2456594,789.3507952,728.2328838,,592.0405257,622.2167103,464.1587573,760.2456594,461.200076,,517.8103982,556.9796661,592.0405257,281.7567921,464.1587573,,326.4059276,374.3052554,580.3659856,380.1580043,550.694244
213,916.2184328,732.6543659,806.0630096,655.492101,561.4268679,,791.1752733,603.5071007,763.4042826,806.0630096,683.0809481,,564.6805835,504.761883,791.1752733,375.0745545,763.4042826,,630.3862643,382.9976949,564.8643558,409.1643315,535.4303944
214,941.5886856,647.575231,754.0601128,625.6647421,735.1427651,,800.8925261,877.7362177,745.3598249,754.0601128,582.8575561,,467.9503954,596.786967,800.8925261,380.6525761,745.3598249,,508.2410343,424.2028599,396.2192205,489.5441879,573.9539599
215,865.4091555,695.7002339,884.2795256,609.9078513,781.1022771,,746.0078819,731.486451,783.9023822,884.2795256,538.2724318,,627.1471045,426.8039411,746.0078819,465.5823499,783.9023822,,616.8723827,350.1061067,454.9938442,590.9703658,499.1109499
216,861.6107135,761.0547747,768.3613834,678.8393257,729.7167234,,816.3224401,668.2266537,494.7110648,768.3613834,532.9902446,,530.8455848,466.8375071,816.3224401,377.5731597,494.7110648,,471.8407939,395.6563866,482.5176503,429.6981968,493.3622376
217,846.59687,818.8406105,832.0413848,700.5964162,711.6175623,,570.6853617,762.9760888,526.3911436,832.0413848,501.8726412,,454.8768829,499.0028606,570.6853617,444.0193042,526.3911436,,348.0851804,182.1266571,289.2746142,167.3989411,593.8258059
218,746.9758222,807.4551651,767.8450284,766.5797152,662.0874597,,625.0895102,703.698267,409.5994385,767.8450284,490.7938887,,454.7107164,528.1290115,625.0895102,249.7293789,409.5994385,,421.5444467,484.280825,420.3743088,354.4393228,350.8963255
219,1032.113859,730.799809,788.2561608,896.514839,559.5993904,,675.2216869,710.7419261,669.8225427,788.2561608,425.3555474,,653.6709594,615.8046407,675.2216869,433.9413757,669.8225427,,453.2567365,388.644784,378.4478785,530.5774018,513.6106869
220,901.0723972,793.1437369,827.8115454,761.5250607,710.7449682,,650.674153,722.8773359,556.042934,827.8115454,687.615195,,416.1783342,530.4398278,650.674153,565.6339671,556.042934,,573.6807223,405.7904987,441.2549096,315.612267,527.5327112
221,730.0284847,757.0205136,841.784889,762.2798231,737.6565159,,701.6548067,664.7430691,662.8799292,841.784889,653.0080124,,433.6220844,371.5852387,701.6548067,334.0498045,662.8799292,,442.8027267,430.9430424,467.3442997,515.8330641,455.5350256
222,906.5699995,793.6789016,753.8051804,680.1028303,643.7193069,,695.5962074,664.5347335,488.5471342,753.8051804,483.2006714,,495.0640234,514.9138369,695.5962074,520.0225309,488.5471342,,395.5076796,387.1068159,502.8651686,700.3490461,429.9552035
223,938.666766,869.0774651,592.5012082,621.6371614,642.3570931,,788.6975366,728.1822342,728.3423978,592.5012082,375.6749272,,581.1703407,546.8672859,788.6975366,291.3785797,728.3423978,,441.4115034,395.8760999,213.9316545,330.5975196,664.8106526
