sim_time,sys_total_wait_time
1615.0,163.0
1620.0,141.0
1625.0,173.0
1630.0,216.0
1635.0,186.0
1640.0,174.0
1645.0,240.0
1650.0,321.0
1655.0,307.0
1660.0,343.0
1665.0,360.0
1670.0,359.0
1675.0,421.0
1680.0,277.0
1685.0,319.0
1690.0,347.0
1695.0,394.0
1700.0,273.0
1705.0,310.0
1710.0,137.0
1715.0,167.0
1720.0,142.0
1725.0,166.0
1730.0,211.0
1735.0,235.0
1740.0,190.0
1745.0,191.0
1750.0,109.0
1755.0,118.0
1760.0,158.0
1765.0,111.0
1770.0,42.0
1775.0,81.0
1780.0,133.0
1785.0,164.0
1790.0,189.0
1795.0,192.0
1800.0,259.0
1805.0,176.0
1810.0,176.0
1815.0,124.0
1820.0,143.0
1825.0,172.0
1830.0,96.0
1835.0,142.0
1840.0,198.0
1845.0,221.0
1850.0,263.0
1855.0,268.0
1860.0,207.0
1865.0,246.0
1870.0,232.0
1875.0,194.0
1880.0,182.0
1885.0,220.0
1890.0,135.0
1895.0,94.0
1900.0,112.0
1905.0,157.0
1910.0,196.0
1915.0,74.0
1920.0,18.0
1925.0,27.0
1930.0,41.0
1935.0,51.0
1940.0,70.0
1945.0,18.0
1950.0,43.0
1955.0,88.0
1960.0,82.0
1965.0,121.0
1970.0,55.0
1975.0,58.0
1980.0,38.0
1985.0,55.0
1990.0,75.0
1995.0,99.0
2000.0,87.0
2005.0,119.0
2010.0,179.0
2015.0,226.0
2020.0,308.0
2025.0,354.0
2030.0,354.0
2035.0,202.0
2040.0,262.0
2045.0,235.0
2050.0,262.0
2055.0,226.0
2060.0,281.0
2065.0,326.0
2070.0,388.0
2075.0,415.0
2080.0,255.0
2085.0,106.0
2090.0,127.0
2095.0,44.0
2100.0,62.0
2105.0,80.0
2110.0,94.0
2115.0,102.0
2120.0,130.0
2125.0,111.0
2130.0,146.0
2135.0,194.0
2140.0,223.0
2145.0,167.0
2150.0,143.0
2155.0,181.0
2160.0,59.0
2165.0,25.0
2170.0,53.0
2175.0,104.0
2180.0,167.0
2185.0,173.0
2190.0,182.0
2195.0,182.0
2200.0,249.0
2205.0,230.0
2210.0,168.0
2215.0,165.0
2220.0,227.0
2225.0,188.0
2230.0,234.0
2235.0,266.0
2240.0,272.0
2245.0,345.0
2250.0,425.0
2255.0,245.0
2260.0,268.0
2265.0,228.0
2270.0,206.0
2275.0,239.0
2280.0,57.0
2285.0,91.0
2290.0,129.0
2295.0,169.0
2300.0,175.0
2305.0,222.0
2310.0,289.0
2315.0,348.0
2320.0,342.0
2325.0,407.0
2330.0,379.0
2335.0,350.0
2340.0,194.0
2345.0,233.0
2350.0,219.0
2355.0,281.0
2360.0,319.0
2365.0,385.0
2370.0,454.0
2375.0,524.0
2380.0,503.0
2385.0,95.0
2390.0,65.0
2395.0,57.0
2400.0,83.0
2405.0,80.0
2410.0,111.0
2415.0,61.0
2420.0,100.0
2425.0,121.0
2430.0,178.0
2435.0,184.0
2440.0,213.0
2445.0,277.0
2450.0,347.0
2455.0,339.0
2460.0,397.0
2465.0,321.0
2470.0,295.0
2475.0,353.0
2480.0,422.0
2485.0,318.0
2490.0,386.0
2495.0,401.0
2500.0,394.0
2505.0,211.0
2510.0,159.0
2515.0,142.0
2520.0,137.0
2525.0,159.0
2530.0,142.0
2535.0,158.0
2540.0,165.0
2545.0,152.0
2550.0,177.0
2555.0,192.0
2560.0,216.0
2565.0,228.0
2570.0,269.0
2575.0,278.0
2580.0,320.0
2585.0,363.0
2590.0,178.0
2595.0,164.0
2600.0,223.0
2605.0,277.0
2610.0,320.0
2615.0,297.0
2620.0,370.0
2625.0,348.0
2630.0,429.0
2635.0,288.0
2640.0,221.0
2645.0,273.0
2650.0,256.0
2655.0,312.0
2660.0,259.0
2665.0,322.0
2670.0,315.0
2675.0,228.0
2680.0,289.0
2685.0,314.0
2690.0,389.0
2695.0,456.0
2700.0,556.0
2705.0,575.0
2710.0,450.0
2715.0,543.0
2720.0,654.0
2725.0,415.0
2730.0,449.0
2735.0,328.0
2740.0,345.0
2745.0,273.0
2750.0,229.0
2755.0,262.0
2760.0,288.0
2765.0,316.0
2770.0,326.0
2775.0,377.0
2780.0,207.0
2785.0,268.0
2790.0,300.0
2795.0,254.0
2800.0,306.0
2805.0,336.0
2810.0,415.0
2815.0,500.0
2820.0,442.0
2825.0,520.0
2830.0,492.0
2835.0,454.0
2840.0,381.0
2845.0,450.0
2850.0,512.0
2855.0,218.0
2860.0,189.0
2865.0,178.0
2870.0,215.0
2875.0,178.0
2880.0,148.0
2885.0,159.0
2890.0,189.0
2895.0,227.0
2900.0,163.0
2905.0,207.0
2910.0,255.0
2915.0,226.0
2920.0,240.0
2925.0,277.0
2930.0,274.0
2935.0,326.0
2940.0,239.0
2945.0,286.0
2950.0,198.0
2955.0,252.0
2960.0,267.0
2965.0,323.0
2970.0,204.0
2975.0,209.0
2980.0,237.0
2985.0,288.0
2990.0,228.0
2995.0,171.0
3000.0,224.0
3005.0,295.0
