sim_time,sys_total_wait_time
1615.0,452.0
1620.0,524.0
1625.0,362.0
1630.0,222.0
1635.0,284.0
1640.0,172.0
1645.0,181.0
1650.0,220.0
1655.0,291.0
1660.0,332.0
1665.0,426.0
1670.0,509.0
1675.0,566.0
1680.0,686.0
1685.0,445.0
1690.0,368.0
1695.0,446.0
1700.0,440.0
1705.0,384.0
1710.0,445.0
1715.0,306.0
1720.0,354.0
1725.0,432.0
1730.0,482.0
1735.0,542.0
1740.0,420.0
1745.0,218.0
1750.0,171.0
1755.0,186.0
1760.0,270.0
1765.0,297.0
1770.0,381.0
1775.0,467.0
1780.0,473.0
1785.0,528.0
1790.0,375.0
1795.0,359.0
1800.0,376.0
1805.0,149.0
1810.0,189.0
1815.0,230.0
1820.0,220.0
1825.0,257.0
1830.0,314.0
1835.0,257.0
1840.0,286.0
1845.0,313.0
1850.0,378.0
1855.0,273.0
1860.0,316.0
1865.0,280.0
1870.0,280.0
1875.0,310.0
1880.0,204.0
1885.0,241.0
1890.0,116.0
1895.0,68.0
1900.0,88.0
1905.0,58.0
1910.0,55.0
1915.0,80.0
1920.0,95.0
1925.0,45.0
1930.0,38.0
1935.0,41.0
1940.0,73.0
1945.0,100.0
1950.0,84.0
1955.0,83.0
1960.0,109.0
1965.0,55.0
1970.0,81.0
1975.0,98.0
1980.0,126.0
1985.0,154.0
1990.0,144.0
1995.0,161.0
2000.0,192.0
2005.0,232.0
2010.0,287.0
2015.0,348.0
2020.0,332.0
2025.0,377.0
2030.0,331.0
2035.0,290.0
2040.0,290.0
2045.0,259.0
2050.0,120.0
2055.0,109.0
2060.0,162.0
2065.0,191.0
2070.0,253.0
2075.0,301.0
2080.0,362.0
2085.0,443.0
2090.0,368.0
2095.0,143.0
2100.0,187.0
2105.0,185.0
2110.0,182.0
2115.0,172.0
2120.0,196.0
2125.0,115.0
2130.0,143.0
2135.0,188.0
2140.0,186.0
2145.0,245.0
2150.0,275.0
2155.0,116.0
2160.0,107.0
2165.0,160.0
2170.0,228.0
2175.0,304.0
2180.0,293.0
2185.0,339.0
2190.0,399.0
2195.0,481.0
2200.0,510.0
2205.0,557.0
2210.0,524.0
2215.0,509.0
2220.0,572.0
2225.0,442.0
2230.0,510.0
2235.0,585.0
2240.0,640.0
2245.0,260.0
2250.0,180.0
2255.0,167.0
2260.0,234.0
2265.0,271.0
2270.0,316.0
2275.0,332.0
2280.0,258.0
2285.0,120.0
2290.0,25.0
2295.0,58.0
2300.0,81.0
2305.0,101.0
2310.0,86.0
2315.0,113.0
2320.0,174.0
2325.0,259.0
2330.0,306.0
2335.0,361.0
2340.0,334.0
2345.0,332.0
2350.0,409.0
2355.0,515.0
2360.0,416.0
2365.0,478.0
2370.0,505.0
2375.0,599.0
2380.0,610.0
2385.0,535.0
2390.0,572.0
2395.0,435.0
2400.0,522.0
2405.0,613.0
2410.0,611.0
2415.0,256.0
2420.0,276.0
2425.0,250.0
2430.0,242.0
2435.0,265.0
2440.0,300.0
2445.0,88.0
2450.0,145.0
2455.0,203.0
2460.0,212.0
2465.0,237.0
2470.0,288.0
2475.0,323.0
2480.0,291.0
2485.0,192.0
2490.0,232.0
2495.0,277.0
2500.0,296.0
2505.0,351.0
2510.0,406.0
2515.0,249.0
2520.0,243.0
2525.0,273.0
2530.0,342.0
2535.0,221.0
2540.0,227.0
2545.0,273.0
2550.0,327.0
2555.0,209.0
2560.0,128.0
2565.0,192.0
2570.0,285.0
2575.0,380.0
2580.0,382.0
2585.0,355.0
2590.0,280.0
2595.0,283.0
2600.0,312.0
2605.0,364.0
2610.0,411.0
2615.0,380.0
2620.0,447.0
2625.0,502.0
2630.0,532.0
2635.0,468.0
2640.0,360.0
2645.0,303.0
2650.0,340.0
2655.0,402.0
2660.0,491.0
2665.0,554.0
2670.0,654.0
2675.0,447.0
2680.0,443.0
2685.0,470.0
2690.0,367.0
2695.0,417.0
2700.0,412.0
2705.0,471.0
2710.0,363.0
2715.0,302.0
2720.0,283.0
2725.0,168.0
2730.0,36.0
2735.0,75.0
2740.0,132.0
2745.0,193.0
2750.0,73.0
2755.0,120.0
2760.0,188.0
2765.0,185.0
2770.0,222.0
2775.0,238.0
2780.0,270.0
2785.0,292.0
2790.0,369.0
2795.0,432.0
2800.0,240.0
2805.0,141.0
2810.0,153.0
2815.0,173.0
2820.0,146.0
2825.0,41.0
2830.0,69.0
2835.0,113.0
2840.0,127.0
2845.0,170.0
2850.0,136.0
2855.0,157.0
2860.0,126.0
2865.0,162.0
2870.0,166.0
2875.0,200.0
2880.0,156.0
2885.0,119.0
2890.0,159.0
2895.0,109.0
2900.0,115.0
2905.0,103.0
2910.0,77.0
2915.0,128.0
2920.0,163.0
2925.0,177.0
2930.0,164.0
2935.0,195.0
2940.0,135.0
2945.0,179.0
2950.0,232.0
2955.0,227.0
2960.0,272.0
2965.0,298.0
2970.0,335.0
2975.0,295.0
2980.0,343.0
2985.0,403.0
2990.0,483.0
2995.0,573.0
3000.0,665.0
3005.0,316.0
