sim_time,sys_total_wait_time
1615.0,315.0
1620.0,288.0
1625.0,365.0
1630.0,366.0
1635.0,247.0
1640.0,269.0
1645.0,327.0
1650.0,303.0
1655.0,320.0
1660.0,248.0
1665.0,301.0
1670.0,378.0
1675.0,263.0
1680.0,303.0
1685.0,240.0
1690.0,288.0
1695.0,342.0
1700.0,201.0
1705.0,133.0
1710.0,201.0
1715.0,162.0
1720.0,106.0
1725.0,160.0
1730.0,204.0
1735.0,266.0
1740.0,332.0
1745.0,246.0
1750.0,261.0
1755.0,339.0
1760.0,365.0
1765.0,333.0
1770.0,364.0
1775.0,397.0
1780.0,475.0
1785.0,507.0
1790.0,532.0
1795.0,454.0
1800.0,517.0
1805.0,531.0
1810.0,604.0
1815.0,544.0
1820.0,602.0
1825.0,452.0
1830.0,502.0
1835.0,555.0
1840.0,258.0
1845.0,312.0
1850.0,363.0
1855.0,382.0
1860.0,438.0
1865.0,422.0
1870.0,387.0
1875.0,195.0
1880.0,63.0
1885.0,87.0
1890.0,63.0
1895.0,86.0
1900.0,47.0
1905.0,69.0
1910.0,98.0
1915.0,120.0
1920.0,126.0
1925.0,151.0
1930.0,193.0
1935.0,243.0
1940.0,237.0
1945.0,229.0
1950.0,266.0
1955.0,207.0
1960.0,241.0
1965.0,121.0
1970.0,130.0
1975.0,124.0
1980.0,143.0
1985.0,172.0
1990.0,209.0
1995.0,242.0
2000.0,302.0
2005.0,334.0
2010.0,214.0
2015.0,243.0
2020.0,304.0
2025.0,363.0
2030.0,427.0
2035.0,508.0
2040.0,500.0
2045.0,595.0
2050.0,678.0
2055.0,677.0
2060.0,459.0
2065.0,357.0
2070.0,412.0
2075.0,409.0
2080.0,484.0
2085.0,577.0
2090.0,686.0
2095.0,434.0
2100.0,445.0
2105.0,510.0
2110.0,414.0
2115.0,484.0
2120.0,526.0
2125.0,223.0
2130.0,264.0
2135.0,155.0
2140.0,151.0
2145.0,179.0
2150.0,143.0
2155.0,165.0
2160.0,156.0
2165.0,219.0
2170.0,275.0
2175.0,345.0
2180.0,421.0
2185.0,495.0
2190.0,560.0
2195.0,558.0
2200.0,444.0
2205.0,501.0
2210.0,423.0
2215.0,450.0
2220.0,479.0
2225.0,468.0
2230.0,548.0
2235.0,588.0
2240.0,478.0
2245.0,229.0
2250.0,191.0
2255.0,201.0
2260.0,235.0
2265.0,290.0
2270.0,262.0
2275.0,344.0
2280.0,408.0
2285.0,430.0
2290.0,500.0
2295.0,388.0
2300.0,177.0
2305.0,242.0
2310.0,292.0
2315.0,301.0
2320.0,376.0
2325.0,277.0
2330.0,303.0
2335.0,244.0
2340.0,340.0
2345.0,461.0
2350.0,429.0
2355.0,394.0
2360.0,492.0
2365.0,611.0
2370.0,594.0
2375.0,516.0
2380.0,570.0
2385.0,656.0
2390.0,638.0
2395.0,614.0
2400.0,705.0
2405.0,607.0
2410.0,522.0
2415.0,470.0
2420.0,540.0
2425.0,613.0
2430.0,660.0
2435.0,610.0
2440.0,570.0
2445.0,658.0
2450.0,295.0
2455.0,282.0
2460.0,331.0
2465.0,285.0
2470.0,152.0
2475.0,121.0
2480.0,59.0
2485.0,71.0
2490.0,95.0
2495.0,120.0
2500.0,150.0
2505.0,181.0
2510.0,204.0
2515.0,239.0
2520.0,274.0
2525.0,309.0
2530.0,345.0
2535.0,390.0
2540.0,438.0
2545.0,505.0
2550.0,371.0
2555.0,271.0
2560.0,298.0
2565.0,336.0
2570.0,158.0
2575.0,46.0
2580.0,71.0
2585.0,82.0
2590.0,106.0
2595.0,122.0
2600.0,152.0
2605.0,198.0
2610.0,146.0
2615.0,163.0
2620.0,141.0
2625.0,128.0
2630.0,88.0
2635.0,116.0
2640.0,128.0
2645.0,163.0
2650.0,208.0
2655.0,243.0
2660.0,301.0
2665.0,217.0
2670.0,243.0
2675.0,294.0
2680.0,366.0
2685.0,411.0
2690.0,485.0
2695.0,426.0
2700.0,457.0
2705.0,519.0
2710.0,598.0
2715.0,686.0
2720.0,732.0
2725.0,691.0
2730.0,707.0
2735.0,626.0
2740.0,713.0
2745.0,598.0
2750.0,660.0
2755.0,744.0
2760.0,739.0
2765.0,843.0
2770.0,861.0
2775.0,784.0
2780.0,847.0
2785.0,900.0
2790.0,981.0
2795.0,801.0
2800.0,865.0
2805.0,852.0
2810.0,926.0
2815.0,799.0
2820.0,494.0
2825.0,548.0
2830.0,589.0
2835.0,340.0
2840.0,267.0
2845.0,164.0
2850.0,170.0
2855.0,169.0
2860.0,218.0
2865.0,242.0
2870.0,314.0
2875.0,297.0
2880.0,360.0
2885.0,376.0
2890.0,478.0
2895.0,324.0
2900.0,318.0
2905.0,307.0
2910.0,228.0
2915.0,311.0
2920.0,199.0
2925.0,240.0
2930.0,230.0
2935.0,296.0
2940.0,219.0
2945.0,252.0
2950.0,220.0
2955.0,310.0
2960.0,361.0
2965.0,397.0
2970.0,469.0
2975.0,371.0
2980.0,306.0
2985.0,402.0
2990.0,406.0
2995.0,313.0
3000.0,327.0
3005.0,410.0
